allergensId,subsetId,allergenType
264294006,255620007,Food
264295007,255620007,Food
264310000,112133008,Drug Class
264322002,255620007,Food
264330001,255620007,Food
264331002,255620007,Food
264332009,255620007,Food
264334005,255620007,Food
264335006,255620007,Food
264337003,255620007,Food
273952005,372665008,Drug Class
276338007,255620007,Food
277019000,372679000,Drug Class
278393006,255620007,Food
278840001,735029006,Food
278910002,278910002,Drug Ingredient
278945005,767270007,Drug Class
280990009,255620007,Food
284068003,255620007,Food
284458003,255620007,Food
284459006,255620007,Food
284460001,256355007,Drug Ingredient
284461002,255620007,Food
284462009,226934003,Food
284463004,226942002,Food
286550009,102263004,Food
288326000,256440004,Drug Ingredient
288456005,29263009,Drug Ingredient
288460008,288328004,Drug Ingredient
288522002,57126000,Environmental
289942006,766905000,Drug Ingredient
289946009,782576004,Environmental
289948005,782576004,Environmental
289949002,782576004,Environmental
289950002,782576004,Environmental
289951003,782576004,Environmental
289952005,782576004,Environmental
289953000,782576004,Environmental
289955007,256259004,Drug Ingredient
289966000,226916002,Food
290008007,256259004,Drug Ingredient
290011008,767362004,Drug Class
299977009,387033008,Drug Ingredient
300961004,300961004,Drug Class
303300008,102263004,Food
303301007,102263004,Food
303530004,303530004,Environmental
303531000,303530004,Environmental
303532007,303530004,Environmental
304050002,767403008,Chemical
304053000,259296007,Drug
304275008,304275008,Drug Class
304823006,21847005,Drug
311430003,111095003,Drug Class
311455009,53527002,Food
311719002,767513003,Drug Class
311731000,311731000,Drug
312259002,767403008,Chemical
313284006,304275008,Drug Class
314113006,255620007,Food
322300008,372665008,Drug Class
322508000,418000008,Drug Class
322538006,404642006,Drug Class
322554009,418000008,Drug Class
322619008,404642006,Drug Class
322845001,395834002,Drug Ingredient
323159002,32824001,Drug Class
323245002,372679000,Drug Class
323694008,764146007,Drug Class
323761001,764146007,Drug Class
323782007,764146007,Drug Class
326557004,108659006,Drug Class
330338005,372788003,Drug Class
331143003,372665008,Drug Class
331794004,304275008,Drug Class
334196006,373477003,Drug Class
360201004,360201004,Drug Class
362954000,372798009,Drug Class
363528007,363528007,Drug Ingredient
363549008,767407009,Drug Ingredient
363553005,372806008,Drug Class
363685003,385420005,Drug
363733008,304275008,Drug Class
367554003,108659006,Drug Class
370214004,108405004,Drug Class
370344004,764147003,Drug Class
370370003,764147003,Drug Class
370399008,764147003,Drug Class
370451007,79522001,Drug Class
370969007,370969007,Drug Ingredient
371427008,371427008,Drug Ingredient
372480009,428787002,Drug Class
372505004,373254001,Drug Class
372511001,372733002,Drug Class
372516006,373227004,Drug Class
372517002,372517002,Drug Class
372521009,123682001,Drug Class
372524001,372524001,Drug Class
372525000,372525000,Drug Class
372540003,372540003,Drug Class
372548005,372622007,Drug Class
372568004,767407009,Drug Ingredient
372571007,767407009,Drug Ingredient
372576002,372576002,Drug Class
372577006,372577006,Drug Ingredient
372598006,764146007,Drug Class
372599003,372599003,Drug Class
372603003,372603003,Drug Class
372606006,123682001,Drug Class
372610009,372610009,Drug Class
372613006,372613006,Drug Class
372615004,372798009,Drug Class
372616003,372664007,Drug Class
372618002,372798009,Drug Class
372622007,372622007,Drug Class
372631007,35098001,Drug Class
372633005,372633005,Drug Class
372639009,372639009,Drug Class
372643008,372643008,Drug Ingredient
372646000,372646000,Drug Class
372656001,372656001,Drug Class
372657005,373248002,Drug Class
372659008,35098001,Drug Class
372661004,373254001,Drug Class
372663001,372806008,Drug Class
372664007,372664007,Drug Class
372665008,372665008,Drug Class
372671002,404642006,Drug Class
372672009,372672009,Drug Ingredient
372676007,372676007,Drug
372677003,372677003,Drug Ingredient
372678008,372678008,Drug Ingredient
372679000,372679000,Drug Class
372689001,764146007,Drug Class
372690005,372679000,Drug Class
372691009,372691009,Drug Class
372700007,372700007,Drug Class
372702004,255637000,Drug Class
372703009,372798009,Drug Class
372705002,373253007,Drug Class
372711004,372711004,Drug Class
372713001,764146007,Drug Class
372719002,372719002,Drug Ingredient
372722000,372722000,Drug Class
372730004,372730004,Drug Ingredient
372733002,372733002,Drug Class
372743004,764147003,Drug Class
372746007,767621000,Drug Class
372749000,123682001,Drug Class
372757002,372757002,Drug Ingredient
372770006,372770006,Drug Ingredient
372778004,35098001,Drug Class
372788003,372788003,Drug Class
372798009,372798009,Drug Class
372800002,372800002,Drug Class
372804006,767407009,Drug Ingredient
372806008,372806008,Drug Class
372814002,764147003,Drug Class
372816000,372816000,Drug Class
372824005,372824005,Drug Ingredient
372827003,771384007,Drug Class
372834001,372679000,Drug Class
372836004,372836004,Drug Ingredient
372839006,767621000,Drug Class
372852001,767621000,Drug Class
372854000,372854000,Drug Ingredient
372858002,372788003,Drug Class
372859005,764147003,Drug Class
372860000,767270007,Drug Class
372865005,764146007,Drug Class
372867002,372622007,Drug Class
372868007,764146007,Drug Class
372871004,372871004,Drug Ingredient
372873001,764146007,Drug Class
372878005,35098001,Drug Class
372889003,764147003,Drug Class
372896001,373248002,Drug Class
372898000,764146007,Drug Class
372899008,372899008,Drug Ingredient
372901004,372798009,Drug Class
372907000,372907000,Drug Class
372908005,372907000,Drug Class
372912004,372912004,Drug Class
372913009,372913009,Drug Class
372916001,372916001,Drug Ingredient
373210007,372806008,Drug Class
373215002,373227004,Drug Class
373217005,764146007,Drug Class
373218000,764146007,Drug Class
373225007,373225007,Drug Class
373227004,373227004,Drug Class
373228009,372806008,Drug Class
373232003,26351002,Drug Class
373235001,35098001,Drug Class
373248002,373248002,Drug Class
373253007,373253007,Drug Class
373254001,373254001,Drug Class
373268008,372806008,Drug Class
373270004,764146007,Drug Class
373274008,764146007,Drug Class
373276005,373276005,Drug Ingredient
373277001,764146007,Drug Class
373280000,373280000,Drug Class
373284009,764146007,Drug Class
373288007,373288007,Drug Class
373291007,764146007,Drug Class
373292000,767621000,Drug Class
373294004,373294004,Drug Ingredient
373298001,764146007,Drug Class
373305006,26351002,Drug Class
373348000,771384007,Drug Class
373467000,404642006,Drug Class
373468005,373468005,Drug Ingredient
373475006,372806008,Drug Class
373477003,373477003,Drug Class
373485007,373485007,Drug Ingredient
373489001,373489001,Drug Class
373493007,767621000,Drug Class
373495000,373477003,Drug Class
373497008,373497008,Drug Ingredient
373500002,372806008,Drug Class
373504006,373288007,Drug Class
373515001,373515001,Drug Ingredient
373520001,373477003,Drug Class
373521002,771384007,Drug Class
373532002,373477003,Drug Class
373536004,372691009,Drug Class
373551008,428787002,Drug Class
373553006,428787002,Drug Class
373554000,420946006,Drug Class
373555004,763805006,Drug Class
373556003,764147003,Drug Class
373557007,35098001,Drug Class
373562008,404642006,Drug Class
373563003,373477003,Drug Class
373693004,26351002,Drug Class
373699000,404642006,Drug Class
373700004,373700004,Drug Class
373704008,404642006,Drug Class
373709003,372806008,Drug Class
373711007,404642006,Drug Class
373726009,767621000,Drug Class
373727000,771384007,Drug Class
373731006,373294004,Drug Ingredient
373737005,372664007,Drug Class
373742002,767270007,Drug Class
373748003,372679000,Drug Class
373757009,767403008,Chemical
373763000,372679000,Drug Class
373766008,767403008,Chemical
373774009,372656001,Drug Class
384973006,372525000,Drug Class
384976003,406769001,Drug Class
385420005,385420005,Drug
385573008,396345004,Drug Class
385577009,385577009,Drug Class
385578004,773603001,Drug Class
385681001,771452004,Drug Class
386127005,255620007,Food
386836006,372700007,Drug Class
386843000,35098001,Drug Class
386856007,771384007,Drug Class
386865000,373254001,Drug Class
386867008,373254001,Drug Class
386869006,373254001,Drug Class
386875002,372733002,Drug Class
386878000,372913009,Drug Class
386881005,108659006,Drug Class
386892006,372722000,Drug Class
386901006,386901006,Drug Ingredient
386903009,386903009,Drug Ingredient
386912006,123682001,Drug Class
386924004,372622007,Drug Class
386933002,386933002,Drug Ingredient
386958007,387033008,Drug Ingredient
386967007,767407009,Drug Ingredient
386971005,372679000,Drug Class
386984001,386984001,Drug Ingredient
386985000,386985000,Drug Ingredient
386997004,373253007,Drug Class
387002006,372540003,Drug Class
387013009,372525000,Drug Class
387015002,420946006,Drug Class
387016001,420946006,Drug Class
387024006,404642006,Drug Class
387027004,373253007,Drug Class
387030006,103069003,Drug
387031005,387031005,Drug Ingredient
387033008,387033008,Drug Ingredient
387035001,35098001,Drug Class
387037009,373288007,Drug Class
387047007,304275008,Drug Class
387050005,387050005,Drug Class
387061002,372806008,Drug Class
387063004,300961004,Drug Class
387072007,255637000,Drug Class
387073002,771384007,Drug Class
387084009,764146007,Drug Class
387088007,372800002,Drug Class
387090008,372806008,Drug Class
387093005,387093005,Drug Ingredient
387099009,764147003,Drug Class
387101002,372540003,Drug Class
387121001,372622007,Drug Class
387128007,372800002,Drug Class
387142004,387142004,Drug Ingredient
387165009,372733002,Drug Class
387167001,372679000,Drug Class
387169003,387169003,Drug Ingredient
387175007,373477003,Drug Class
387192003,372664007,Drug Class
387193008,767407009,Drug Ingredient
387195001,373254001,Drug Class
387197009,771384007,Drug Class
387199007,372679000,Drug Class
387201009,372806008,Drug Class
387210001,372711004,Drug Class
387215006,373248002,Drug Class
387219000,387219000,Drug Ingredient
387226000,387226000,Drug Ingredient
387228004,26351002,Drug Class
387230002,372622007,Drug Class
387233000,373227004,Drug Class
387240004,767108006,Drug Class
387243002,373280000,Drug Class
387252006,372798009,Drug Class
387255008,767407009,Drug Ingredient
387259002,764147003,Drug Class
387265002,387033008,Drug Ingredient
387269008,387269008,Drug Ingredient
387275004,404642006,Drug Class
387279005,387279005,Drug Ingredient
387284004,373477003,Drug Class
387291001,387291001,Drug Ingredient
387294009,771384007,Drug Class
387299004,373477003,Drug Class
387308000,764146007,Drug Class
387323005,372679000,Drug Class
387326002,404642006,Drug Class
387327006,387327006,Drug
387333002,387333002,Drug Ingredient
387336005,372679000,Drug Class
387339003,771384007,Drug Class
387343004,372798009,Drug Class
387344005,387344005,Drug Ingredient
387349000,373254001,Drug Class
387350000,387350000,Drug Ingredient
387352008,387352008,Drug Ingredient
387354009,387354009,Drug Ingredient
387356006,767407009,Drug Ingredient
387360009,372806008,Drug Class
387364000,372800002,Drug Class
387369005,373227004,Drug Class
387373008,860766002,Drug Class
387379007,767403008,Chemical
387382002,387382002,Drug Ingredient
387389006,372788003,Drug Class
387391003,372679000,Drug Class
387396008,763805006,Drug Class
387400008,387400008,Drug Ingredient
387405003,387405003,Drug Ingredient
387406002,767407009,Drug Ingredient
387409009,387409009,Drug Ingredient
387424000,372800002,Drug Class
387425004,372679000,Drug Class
387429005,372806008,Drug Class
387430000,373248002,Drug Class
387436006,373254001,Drug Class
387437002,387437002,Drug Ingredient
387438007,769166001,Drug Class
387439004,860926007,Drug Class
387446008,764146007,Drug Class
387447004,387447004,Drug Ingredient
387448009,372798009,Drug Class
387454005,300961004,Drug Class
387463007,387463007,Drug Ingredient
387468003,32824001,Drug Class
387476001,387476001,Drug Ingredient
387479008,767621000,Drug Class
387484002,391828004,Drug Ingredient
387485001,404642006,Drug Class
387497000,789261007,Drug Ingredient
387521006,86922003,Drug Class
387524003,387524003,Drug
387527005,789254008,Drug Class
387535008,764147003,Drug Class
387537000,764147003,Drug Class
387539002,764147003,Drug Class
387541001,387541001,Drug Ingredient
387545005,387545005,Drug Ingredient
387546006,764146007,Drug Class
387549004,372722000,Drug Class
387550004,387550004,Drug Ingredient
387553002,372722000,Drug Class
387554008,372722000,Drug Class
387555009,387555009,Drug Ingredient
387556005,372722000,Drug Class
387563005,372798009,Drug Class
387566002,373225007,Drug Class
387567006,387567006,Drug Ingredient
387579006,372907000,Drug Class
387582001,387582001,Drug Ingredient
387591002,387591002,Drug Ingredient
387838000,112133008,Drug Class
387839008,112133008,Drug Class
387841009,112133008,Drug Class
387843007,112133008,Drug Class
387844001,112133008,Drug Class
387845000,112133008,Drug Class
387846004,112133008,Drug Class
387847008,112133008,Drug Class
387848003,112133008,Drug Class
387849006,112133008,Drug Class
387850006,112133008,Drug Class
387851005,112133008,Drug Class
387853008,112133008,Drug Class
387862005,112133008,Drug Class
387863000,112133008,Drug Class
387864006,112133008,Drug Class
387866008,112133008,Drug Class
387868009,112133008,Drug Class
387870000,112133008,Drug Class
387871001,112133008,Drug Class
387872008,112133008,Drug Class
387873003,112133008,Drug Class
387874009,112133008,Drug Class
387875005,112133008,Drug Class
387876006,112133008,Drug Class
387877002,112133008,Drug Class
387878007,112133008,Drug Class
387879004,112133008,Drug Class
387880001,112133008,Drug Class
387881002,112133008,Drug Class
387882009,112133008,Drug Class
387883004,112133008,Drug Class
387884005,112133008,Drug Class
387885006,112133008,Drug Class
387886007,112133008,Drug Class
387887003,112133008,Drug Class
387888008,112133008,Drug Class
387889000,112133008,Drug Class
387890009,112133008,Drug Class
387892001,112133008,Drug Class
387894000,112133008,Drug Class
387895004,112133008,Drug Class
387896003,112133008,Drug Class
387897007,112133008,Drug Class
387898002,112133008,Drug Class
387899005,112133008,Drug Class
387900000,112133008,Drug Class
387901001,112133008,Drug Class
387902008,112133008,Drug Class
387903003,112133008,Drug Class
387904009,112133008,Drug Class
387905005,112133008,Drug Class
387906006,112133008,Drug Class
387907002,112133008,Drug Class
387908007,112133008,Drug Class
387909004,112133008,Drug Class
387911008,112133008,Drug Class
387912001,112133008,Drug Class
387913006,112133008,Drug Class
387914000,112133008,Drug Class
387915004,112133008,Drug Class
387916003,112133008,Drug Class
387917007,112133008,Drug Class
387918002,112133008,Drug Class
387919005,112133008,Drug Class
387920004,112133008,Drug Class
387921000,112133008,Drug Class
387923002,112133008,Drug Class
387924008,112133008,Drug Class
387925009,112133008,Drug Class
387926005,112133008,Drug Class
387928006,112133008,Drug Class
387929003,112133008,Drug Class
387930008,112133008,Drug Class
387931007,112133008,Drug Class
387932000,112133008,Drug Class
387933005,112133008,Drug Class
387934004,112133008,Drug Class
387935003,112133008,Drug Class
387936002,112133008,Drug Class
387937006,112133008,Drug Class
387938001,112133008,Drug Class
387939009,112133008,Drug Class
387940006,112133008,Drug Class
387941005,112133008,Drug Class
387942003,112133008,Drug Class
387943008,112133008,Drug Class
387945001,112133008,Drug Class
387946000,112133008,Drug Class
387947009,112133008,Drug Class
387948004,112133008,Drug Class
387949007,112133008,Drug Class
387950007,112133008,Drug Class
387951006,112133008,Drug Class
387952004,112133008,Drug Class
387953009,112133008,Drug Class
387954003,112133008,Drug Class
387955002,112133008,Drug Class
387956001,112133008,Drug Class
387957005,112133008,Drug Class
387958000,112133008,Drug Class
387959008,112133008,Drug Class
387960003,112133008,Drug Class
387962006,112133008,Drug Class
387963001,112133008,Drug Class
387964007,112133008,Drug Class
387966009,112133008,Drug Class
387968005,112133008,Drug Class
387969002,112133008,Drug Class
387971002,112133008,Drug Class
387973004,112133008,Drug Class
387974005,112133008,Drug Class
387975006,112133008,Drug Class
387979000,112133008,Drug Class
387980002,112133008,Drug Class
387981003,112133008,Drug Class
387982005,112133008,Drug Class
387983000,112133008,Drug Class
387984006,112133008,Drug Class
387985007,112133008,Drug Class
387986008,112133008,Drug Class
387987004,112133008,Drug Class
387988009,112133008,Drug Class
387989001,112133008,Drug Class
387990005,112133008,Drug Class
387991009,112133008,Drug Class
387992002,112133008,Drug Class
387993007,112133008,Drug Class
387994001,112133008,Drug Class
387995000,112133008,Drug Class
387996004,112133008,Drug Class
387997008,112133008,Drug Class
387998003,112133008,Drug Class
388000000,112133008,Drug Class
388001001,112133008,Drug Class
388003003,112133008,Drug Class
388005005,112133008,Drug Class
388008007,112133008,Drug Class
388010009,112133008,Drug Class
388011008,112133008,Drug Class
388013006,112133008,Drug Class
388015004,112133008,Drug Class
388016003,112133008,Drug Class
388017007,112133008,Drug Class
388018002,112133008,Drug Class
388019005,112133008,Drug Class
388020004,112133008,Drug Class
388021000,112133008,Drug Class
388022007,112133008,Drug Class
388023002,112133008,Drug Class
388025009,112133008,Drug Class
388027001,112133008,Drug Class
388028006,112133008,Drug Class
388030008,112133008,Drug Class
388032000,112133008,Drug Class
388034004,112133008,Drug Class
388036002,112133008,Drug Class
388037006,112133008,Drug Class
388038001,112133008,Drug Class
388039009,112133008,Drug Class
388041005,112133008,Drug Class
388044002,112133008,Drug Class
388045001,112133008,Drug Class
388047009,112133008,Drug Class
388048004,112133008,Drug Class
388050007,112133008,Drug Class
388052004,112133008,Drug Class
388053009,112133008,Drug Class
388055002,112133008,Drug Class
388056001,112133008,Drug Class
388057005,112133008,Drug Class
388059008,112133008,Drug Class
388060003,112133008,Drug Class
388061004,112133008,Drug Class
388062006,112133008,Drug Class
388064007,112133008,Drug Class
388065008,112133008,Drug Class
388066009,112133008,Drug Class
388067000,112133008,Drug Class
388069002,112133008,Drug Class
388070001,112133008,Drug Class
388072009,112133008,Drug Class
388076007,112133008,Drug Class
388078008,112133008,Drug Class
388080002,112133008,Drug Class
388081003,112133008,Drug Class
388082005,112133008,Drug Class
388083000,112133008,Drug Class
388084006,112133008,Drug Class
388085007,112133008,Drug Class
388086008,112133008,Drug Class
388087004,112133008,Drug Class
388088009,112133008,Drug Class
388089001,112133008,Drug Class
388090005,112133008,Drug Class
388091009,112133008,Drug Class
388092002,112133008,Drug Class
388093007,112133008,Drug Class
388095000,112133008,Drug Class
388097008,112133008,Drug Class
388098003,112133008,Drug Class
388099006,112133008,Drug Class
388100003,112133008,Drug Class
388101004,112133008,Drug Class
388102006,112133008,Drug Class
388103001,112133008,Drug Class
388104007,112133008,Drug Class
388105008,112133008,Drug Class
388106009,112133008,Drug Class
388107000,112133008,Drug Class
388108005,112133008,Drug Class
388109002,112133008,Drug Class
388110007,112133008,Drug Class
388111006,112133008,Drug Class
388112004,112133008,Drug Class
388113009,112133008,Drug Class
388114003,112133008,Drug Class
388115002,112133008,Drug Class
388116001,112133008,Drug Class
388117005,112133008,Drug Class
388118000,112133008,Drug Class
388119008,112133008,Drug Class
388120002,112133008,Drug Class
388121003,112133008,Drug Class
388122005,112133008,Drug Class
388125007,112133008,Drug Class
388126008,112133008,Drug Class
388127004,112133008,Drug Class
388128009,112133008,Drug Class
388129001,112133008,Drug Class
388130006,112133008,Drug Class
388134002,112133008,Drug Class
388137009,112133008,Drug Class
388138004,112133008,Drug Class
388139007,112133008,Drug Class
388140009,112133008,Drug Class
388141008,112133008,Drug Class
388142001,112133008,Drug Class
388143006,112133008,Drug Class
388145004,112133008,Drug Class
388147007,112133008,Drug Class
388148002,112133008,Drug Class
388149005,112133008,Drug Class
388150005,112133008,Drug Class
388151009,112133008,Drug Class
388152002,112133008,Drug Class
388153007,112133008,Drug Class
388154001,112133008,Drug Class
388156004,112133008,Drug Class
388158003,112133008,Drug Class
388161002,112133008,Drug Class
388165006,112133008,Drug Class
388167003,112133008,Drug Class
388169000,112133008,Drug Class
388170004,112133008,Drug Class
388172007,112133008,Drug Class
388173002,112133008,Drug Class
388174008,112133008,Drug Class
388175009,112133008,Drug Class
388176005,112133008,Drug Class
388177001,112133008,Drug Class
388178006,112133008,Drug Class
388181001,112133008,Drug Class
388182008,112133008,Drug Class
388184009,112133008,Drug Class
388186006,112133008,Drug Class
388188007,112133008,Drug Class
388190008,112133008,Drug Class
388191007,112133008,Drug Class
388192000,112133008,Drug Class
388193005,112133008,Drug Class
388195003,112133008,Drug Class
388197006,112133008,Drug Class
388198001,112133008,Drug Class
388200007,112133008,Drug Class
388201006,112133008,Drug Class
388202004,112133008,Drug Class
388203009,112133008,Drug Class
388207005,112133008,Drug Class
388208000,112133008,Drug Class
388209008,112133008,Drug Class
388210003,112133008,Drug Class
388211004,112133008,Drug Class
388213001,112133008,Drug Class
388214007,112133008,Drug Class
388215008,112133008,Drug Class
388216009,112133008,Drug Class
388217000,112133008,Drug Class
388219002,112133008,Drug Class
388220008,112133008,Drug Class
388221007,112133008,Drug Class
388222000,112133008,Drug Class
388223005,112133008,Drug Class
388224004,112133008,Drug Class
388225003,112133008,Drug Class
388226002,112133008,Drug Class
388227006,112133008,Drug Class
388231000,112133008,Drug Class
388232007,112133008,Drug Class
388233002,112133008,Drug Class
388234008,112133008,Drug Class
388235009,112133008,Drug Class
388236005,112133008,Drug Class
388237001,112133008,Drug Class
388238006,112133008,Drug Class
388239003,112133008,Drug Class
388241002,112133008,Drug Class
388242009,112133008,Drug Class
388244005,112133008,Drug Class
388245006,112133008,Drug Class
388246007,112133008,Drug Class
388250000,112133008,Drug Class
388251001,112133008,Drug Class
388253003,112133008,Drug Class
388255005,112133008,Drug Class
388259004,112133008,Drug Class
388262001,112133008,Drug Class
388263006,112133008,Drug Class
388264000,112133008,Drug Class
388265004,112133008,Drug Class
388267007,112133008,Drug Class
388269005,112133008,Drug Class
388270006,112133008,Drug Class
388271005,112133008,Drug Class
388272003,112133008,Drug Class
388274002,112133008,Drug Class
388275001,112133008,Drug Class
388277009,112133008,Drug Class
388278004,112133008,Drug Class
388279007,112133008,Drug Class
388280005,112133008,Drug Class
388283007,112133008,Drug Class
388284001,112133008,Drug Class
388286004,112133008,Drug Class
388287008,112133008,Drug Class
388288003,112133008,Drug Class
388290002,112133008,Drug Class
388291003,112133008,Drug Class
388292005,112133008,Drug Class
388293000,112133008,Drug Class
388294006,112133008,Drug Class
388296008,112133008,Drug Class
388297004,112133008,Drug Class
388300009,112133008,Drug Class
388305004,112133008,Drug Class
388307007,112133008,Drug Class
388309005,112133008,Drug Class
388310000,112133008,Drug Class
388311001,112133008,Drug Class
388312008,112133008,Drug Class
388313003,112133008,Drug Class
388314009,112133008,Drug Class
388315005,112133008,Drug Class
388316006,112133008,Drug Class
388317002,112133008,Drug Class
388321009,112133008,Drug Class
388323007,112133008,Drug Class
388324001,112133008,Drug Class
388325000,112133008,Drug Class
388326004,112133008,Drug Class
388327008,112133008,Drug Class
388328003,112133008,Drug Class
388329006,112133008,Drug Class
388330001,112133008,Drug Class
388331002,112133008,Drug Class
388332009,112133008,Drug Class
388333004,112133008,Drug Class
388334005,112133008,Drug Class
388335006,112133008,Drug Class
388336007,112133008,Drug Class
388337003,112133008,Drug Class
388338008,112133008,Drug Class
388339000,112133008,Drug Class
388340003,112133008,Drug Class
388341004,112133008,Drug Class
388342006,112133008,Drug Class
388343001,112133008,Drug Class
388344007,112133008,Drug Class
388345008,112133008,Drug Class
388346009,112133008,Drug Class
388347000,112133008,Drug Class
388348005,112133008,Drug Class
388349002,112133008,Drug Class
388350002,112133008,Drug Class
388351003,112133008,Drug Class
388352005,112133008,Drug Class
388353000,112133008,Drug Class
388354006,112133008,Drug Class
388355007,112133008,Drug Class
388356008,112133008,Drug Class
388357004,112133008,Drug Class
388358009,112133008,Drug Class
388359001,112133008,Drug Class
388360006,112133008,Drug Class
388361005,112133008,Drug Class
388362003,112133008,Drug Class
388363008,112133008,Drug Class
388364002,112133008,Drug Class
388365001,112133008,Drug Class
388366000,112133008,Drug Class
388367009,112133008,Drug Class
388368004,112133008,Drug Class
388369007,112133008,Drug Class
388370008,112133008,Drug Class
388371007,112133008,Drug Class
388372000,112133008,Drug Class
388373005,112133008,Drug Class
388374004,112133008,Drug Class
388376002,112133008,Drug Class
388378001,112133008,Drug Class
388380007,112133008,Drug Class
388381006,112133008,Drug Class
388382004,112133008,Drug Class
388383009,112133008,Drug Class
388384003,112133008,Drug Class
388385002,112133008,Drug Class
388386001,112133008,Drug Class
388387005,112133008,Drug Class
388388000,112133008,Drug Class
388390004,112133008,Drug Class
388391000,112133008,Drug Class
388395009,112133008,Drug Class
388402002,112133008,Drug Class
388403007,112133008,Drug Class
388405000,112133008,Drug Class
388407008,112133008,Drug Class
388408003,112133008,Drug Class
388410001,112133008,Drug Class
388413004,112133008,Drug Class
388415006,112133008,Drug Class
388416007,112133008,Drug Class
388417003,112133008,Drug Class
388419000,112133008,Drug Class
388420006,112133008,Drug Class
388421005,112133008,Drug Class
388422003,112133008,Drug Class
388423008,112133008,Drug Class
388424002,112133008,Drug Class
388425001,112133008,Drug Class
388426000,112133008,Drug Class
388428004,112133008,Drug Class
388430002,112133008,Drug Class
388431003,112133008,Drug Class
388433000,112133008,Drug Class
388436008,112133008,Drug Class
388437004,112133008,Drug Class
388442007,112133008,Drug Class
388443002,112133008,Drug Class
388444008,112133008,Drug Class
388446005,112133008,Drug Class
388447001,112133008,Drug Class
388448006,112133008,Drug Class
388449003,112133008,Drug Class
391713006,372540003,Drug Class
391714000,372540003,Drug Class
391725009,767108006,Drug Class
391728006,767108006,Drug Class
391729003,372907000,Drug Class
391731007,767108006,Drug Class
391734004,391734004,Drug Ingredient
391736002,773603001,Drug Class
391739009,391739009,Drug Ingredient
391768005,372633005,Drug Class
391784006,391784006,Drug Ingredient
391795000,372679000,Drug Class
391805000,428787002,Drug Class
391811002,372665008,Drug Class
391812009,373227004,Drug Class
391816007,391816007,Drug Class
391818008,764146007,Drug Class
391821005,769166001,Drug Class
391822003,769166001,Drug Class
391828004,391828004,Drug Ingredient
391834006,300961004,Drug Class
391858005,391858005,Drug Ingredient
392551007,112133008,Drug Class
395730000,773603001,Drug Class
395741003,372733002,Drug Class
395760005,426722004,Drug Class
395761009,767270007,Drug Class
395768003,406769001,Drug Class
395771006,767300005,Drug Class
395773009,372622007,Drug Class
395776001,31539008,Drug Ingredient
395785001,1052201004,Drug Class
395790003,767621000,Drug Class
395791004,387131008,Drug Ingredient
395792006,426722004,Drug Class
395793001,35098001,Drug Class
395795008,372576002,Drug Class
395799002,767178007,Drug
395802006,304275008,Drug Class
395803001,304275008,Drug Class
395804007,395804007,Drug
395810007,767178007,Drug
395813009,372679000,Drug Class
395816001,108659006,Drug Class
395817005,373254001,Drug Class
395827004,35098001,Drug Class
395830006,87708000,Drug
395832003,767621000,Drug Class
395843006,767621000,Drug Class
395848002,372679000,Drug Class
395849005,395849005,Drug Ingredient
395853007,395936001,Drug Ingredient
395855000,112133008,Drug Class
395864005,373294004,Drug Ingredient
395874008,373254001,Drug Class
395878006,426722004,Drug Class
395884009,373294004,Drug Ingredient
395888007,395888007,Drug
395890008,372788003,Drug Class
395904008,771452004,Drug Class
395908006,373294004,Drug Ingredient
395925008,767513003,Drug Class
395935002,767178007,Drug
395938000,767007003,Drug Class
395939008,395939008,Drug Ingredient
395940005,395940005,Drug Ingredient
395944001,304275008,Drug Class
395945000,773603001,Drug Class
395946004,860766002,Drug Class
395948003,372800002,Drug Class
395958004,395958004,Drug Ingredient
395959007,764147003,Drug Class
395967004,304275008,Drug Class
395968009,373227004,Drug Class
395977002,395977002,Drug Ingredient
395981002,426722004,Drug Class
395982009,395982009,Drug Ingredient
395988008,767407009,Drug Ingredient
396003009,426722004,Drug Class
396005002,304275008,Drug Class
396006001,372806008,Drug Class
396007005,767164006,Drug Class
396008000,373280000,Drug Class
396014007,396014007,Drug Ingredient
396016009,304275008,Drug Class
396017000,304275008,Drug Class
396019002,404642006,Drug Class
396020008,426722004,Drug Class
396027006,304275008,Drug Class
396033002,771384007,Drug Class
396035009,373227004,Drug Class
396037001,373253007,Drug Class
396046007,32824001,Drug Class
396049000,418920007,Environmental
396053003,373227004,Drug Class
396054009,35098001,Drug Class
396055005,767270007,Drug Class
396056006,767270007,Drug Class
396061008,304275008,Drug Class
396064000,304275008,Drug Class
396066003,1052201004,Drug Class
396197001,372665008,Drug Class
396345004,396345004,Drug Class
396465005,373227004,Drug Class
396466006,373227004,Drug Class
397178007,373227004,Drug Class
397545008,112133008,Drug Class
398686005,111136003,Drug Ingredient
398715005,372679000,Drug Class
398939009,426722004,Drug Class
399754000,112133008,Drug Class
399756003,112133008,Drug Class
399757007,112133008,Drug Class
399759005,112133008,Drug Class
399760000,112133008,Drug Class
399761001,112133008,Drug Class
399763003,112133008,Drug Class
399765005,112133008,Drug Class
399769004,112133008,Drug Class
399771004,112133008,Drug Class
399774007,112133008,Drug Class
399776009,112133008,Drug Class
399778005,112133008,Drug Class
399780004,112133008,Drug Class
399781000,112133008,Drug Class
399783002,112133008,Drug Class
399785009,112133008,Drug Class
399786005,112133008,Drug Class
399787001,112133008,Drug Class
